"FREGUESIA.x","CONCELHO","id_c","query"
"S. PEDRO E SANTIAGO","TORRES VEDRAS","1113","You are matching parish names (freguesias) within the municipality (concelho) of 'TORRES VEDRAS' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- CAMPELOS
- OUTEIRO DA CABECA
- MACEIRA
- RAMALHAL
- A DOS CUNHADOS
- MAXIAL
- SILVEIRA
- MONTE REDONDO
- TORRES VEDRAS (S. PEDRO E S. TIAGO)
- PONTE DO ROL
- TORRES VEDRAS (SANTA MARIA DO CASTELO E S. MIGUEL)
- MATACAES
- S. PEDRO DA CADEIRA
- CARVOEIRA
- VENTOSA
- RUNA
- CARMOES
- DOIS PORTOS
- TURCIFAL
- FREIRIA

Does the name 'S. PEDRO E SANTIAGO' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"S. ROMAO CORONADO","S. TIRSO","1314","You are matching parish names (freguesias) within the municipality (concelho) of 'S. TIRSO' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- AVES
- VILARINHO
- SEQUEIRO
- LAMA
- AREIAS
- S. MARTINHO DO CAMPO
- PALMEIRA
- RORIZ
- S. SALVADOR DO CAMPO
- REBORDOES
- NEGRELOS (S. TOME)
- BURGAES
- S. TIRSO
- NEGRELOS (S. MAMEDE)
- COUTO (SANTA CRISTINA)
- MONTE CORDOVA
- COUTO (S. MIGUEL)
- GUIMAREI
- CARREIRA
- REFOJOS DE RIBA DE AVE
- AGUA LONGA
- LAMELAS
- REGUENGA
- AGRELA

Does the name 'S. ROMAO CORONADO' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"S. SALVADOR","BEJA","0205","You are matching parish names (freguesias) within the municipality (concelho) of 'BEJA' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- S. MATIAS
- BALEIZAO
- TRIGACHES
- S. BRISSOS
- BERINGEL
- NOSSA SENHORA DAS NEVES
- BEJA (SANTA MARIA DA FEIRA)
- MOMBEJA
- BEJA (SANTIAGO MAIOR)
- BEJA (SALVADOR)
- BEJA (S. JOAO BAPTISTA)
- QUINTOS
- SANTA VITORIA
- SANTA CLARA DE LOUREDO
- SALVADA
- CABECA GORDA
- TRINDADE
- ALBERNOA

Does the name 'S. SALVADOR' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"S. SALVADOR","RIBEIRA DE PENA","1709","You are matching parish names (freguesias) within the municipality (concelho) of 'RIBEIRA DE PENA' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- CANEDO
- SANTA MARINHA
- S. ALEIXO DE ALEM-TAMEGA
- RIBEIRA DE PENA (SALVADOR)
- CERVA
- ALVADIA
- LIMOES

Does the name 'S. SALVADOR' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"S. SALVADOR","SANTAREM","1416","You are matching parish names (freguesias) within the municipality (concelho) of 'SANTAREM' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- ALCANEDE
- ABRA
- AMIAES DE BAIXO
- CASEVEL
- VAQUEIROS
- GANCARIA
- ARNEIRO DAS MILHARICAS
- PERNES
- TREMES
- ACHETE
- S. VICENTE DO PAUL
- AZOIA DE CIMA
- ABITUREIRAS
- POMBALINHO
- ROMEIRA
- VALE DE FIGUEIRA
- ALCANHOES
- VARZEA
- POVOA DA SANTAREM
- AZOIA DE BAIXO
- MOCARRIA
- SANTAREM (SALVADOR)
- SANTA IRIA DA RIBEIRA DE SANTAREM
- ALMOSTER
- SANTAREM (S. NICOLAU)
- SANTAREM (MARVILA)
- POVOA DA ISENTA
- VALE DE SANTAREM

Does the name 'S. SALVADOR' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"S. SALVADOR","SERPA","0213","You are matching parish names (freguesias) within the municipality (concelho) of 'SERPA' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- PIAS
- BRINCHES
- VALE DE VARGO
- SERPA (SALVADOR)
- SERPA (SANTA MARIA)
- VILA VERDE DE FICALHO
- ALDEIA NOVA DE S. BENTO

Does the name 'S. SALVADOR' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"S. SALVADOR","TORRES NOVAS","1419","You are matching parish names (freguesias) within the municipality (concelho) of 'TORRES NOVAS' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- ASSENTIZ
- CHANCELARIA
- PACO
- PEDROGAO
- OLAIA
- TORRES NOVAS (SALVADOR)
- TORRES NOVAS (S. PEDRO)
- LAPAS
- TORRES NOVAS (SANTIAGO)
- RIBEIRA BRANCA
- ZIBREIRA
- TORRES NOVAS (SANTA MARIA)
- PARCEIROS DE IGREJA
- RIACHOS
- BROGUEIRA
- ALCOROCHEL

Does the name 'S. SALVADOR' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"S. TIAGO","BEJA","0205","You are matching parish names (freguesias) within the municipality (concelho) of 'BEJA' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- S. MATIAS
- BALEIZAO
- TRIGACHES
- S. BRISSOS
- BERINGEL
- NOSSA SENHORA DAS NEVES
- BEJA (SANTA MARIA DA FEIRA)
- MOMBEJA
- BEJA (SANTIAGO MAIOR)
- BEJA (SALVADOR)
- BEJA (S. JOAO BAPTISTA)
- QUINTOS
- SANTA VITORIA
- SANTA CLARA DE LOUREDO
- SALVADA
- CABECA GORDA
- TRINDADE
- ALBERNOA

Does the name 'S. TIAGO' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"S. TIAGO","TORRES NOVAS","1419","You are matching parish names (freguesias) within the municipality (concelho) of 'TORRES NOVAS' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- ASSENTIZ
- CHANCELARIA
- PACO
- PEDROGAO
- OLAIA
- TORRES NOVAS (SALVADOR)
- TORRES NOVAS (S. PEDRO)
- LAPAS
- TORRES NOVAS (SANTIAGO)
- RIBEIRA BRANCA
- ZIBREIRA
- TORRES NOVAS (SANTA MARIA)
- PARCEIROS DE IGREJA
- RIACHOS
- BROGUEIRA
- ALCOROCHEL

Does the name 'S. TIAGO' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"S. TIAGO","VALPACOS","1712","You are matching parish names (freguesias) within the municipality (concelho) of 'VALPACOS' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- BOUCOAES
- LEBUCAO
- NOZELOS
- FIAES
- TINHELA
- SONIM
- ALVARELHOS
- SANTA VALHA
- FRIOES
- BARREIROS
- ERVOES
- VILARANDELO
- FORNOS DO PINHAL
- VALPACOS
- SERAPICOS
- SANTIAGO DE RIBEIRA DE ALHARIZ
- VASSAL
- POSSACOS
- S. JOAO DA CORVEIRA
- SANFINS
- ALGERIZ
- CARRAZEDO DE MONTENEGRO
- PADRELA E TAZEM
- RIO TORTO
- AGUA REVES E CRASTO
- SANTA MARIA DE EMERES
- CURROS
- VEIGA DE LILA
- CANAVESES
- S. PEDRO DE VEIGA DE LILA
- VALES

Does the name 'S. TIAGO' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"S. TIAGO DE BOUGADO","S. TIRSO","1314","You are matching parish names (freguesias) within the municipality (concelho) of 'S. TIRSO' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- AVES
- VILARINHO
- SEQUEIRO
- LAMA
- AREIAS
- S. MARTINHO DO CAMPO
- PALMEIRA
- RORIZ
- S. SALVADOR DO CAMPO
- REBORDOES
- NEGRELOS (S. TOME)
- BURGAES
- S. TIRSO
- NEGRELOS (S. MAMEDE)
- COUTO (SANTA CRISTINA)
- MONTE CORDOVA
- COUTO (S. MIGUEL)
- GUIMAREI
- CARREIRA
- REFOJOS DE RIBA DE AVE
- AGUA LONGA
- LAMELAS
- REGUENGA
- AGRELA

Does the name 'S. TIAGO DE BOUGADO' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"S. TIAGO MAIOR","BEJA","0205","You are matching parish names (freguesias) within the municipality (concelho) of 'BEJA' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- S. MATIAS
- BALEIZAO
- TRIGACHES
- S. BRISSOS
- BERINGEL
- NOSSA SENHORA DAS NEVES
- BEJA (SANTA MARIA DA FEIRA)
- MOMBEJA
- BEJA (SANTIAGO MAIOR)
- BEJA (SALVADOR)
- BEJA (S. JOAO BAPTISTA)
- QUINTOS
- SANTA VITORIA
- SANTA CLARA DE LOUREDO
- SALVADA
- CABECA GORDA
- TRINDADE
- ALBERNOA

Does the name 'S. TIAGO MAIOR' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"S. VICTOR","BRAGA","0303","You are matching parish names (freguesias) within the municipality (concelho) of 'BRAGA' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- CRESPOS
- POUSADA
- NAVARRA
- ADAUFE
- PALMEIRA
- SANTA LUCRECIA DE ALGERIZ
- MERELIM (S. PAIO)
- MERELIM (S. PEDRO)
- MIRE DE TIBAES
- ESTE (S. MAMEDE)
- DUME
- ESTE (S. PEDRO)
- PEDRALVA
- PANOIAS
- GUALTAR
- PADIM DA GRACA
- FROSSOS
- SOBREPOSTA
- BRAGA (S. VITOR)
- PARADA DE TIBAES
- BRAGA (S. VICENTE)
- TENOES
- REAL
- SEMELHE
- ESPINHO
- NOGUEIRO
- BRAGA (SE)
- BRAGA (S. JOAO DO SOUTO)
- BRAGA (MAXIMINOS)
- BRAGA (S. JOSE DE S. LAZARO)
- CABREIROS
- LAMACAES
- GONDIZALVES
- BRAGA (CIVIDADE)
- FRAIAO
- SEQUEIRA
- LOMAR
- FERREIROS
- NOGUEIRA
- PASSOS (S. JULIAO)
- AVELEDA
- ARCOS
- VILACA
- CELEIROS
- ESPOROES
- VIMIEIRO
- FRADELOS
- TADIM
- FIGUEIREDO
- CUNHA
- MORREIRA
- PRISCOS
- RUILHE
- TRANDEIRAS
- LAMAS
- PENSO (S. VICENTE)
- PENSO (S. ESTEVAO)
- ARENTIM
- OLIVEIRA (S. PEDRO)
- GUISANDE
- TEBOSA
- ESCUDEIROS

Does the name 'S. VICTOR' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"SAFINS DO FORNO","LOUSADA","1305","You are matching parish names (freguesias) within the municipality (concelho) of 'LOUSADA' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- LUSTOSA
- BARROSAS (S. ESTEVAO)
- ORDEM
- SOUSELA
- SILVARES
- LOUSADA (S. MIGUEL)
- LOUSADA (SANTA MARGARIDA)
- TORNO
- ALVARENGA
- CERNADELO
- MACIEIRA
- VILAR DO TORNO E ALENTEM
- NOGUEIRA
- COVAS
- CRISTELOS
- FIGUEIRAS
- AVELEDA
- CASAIS
- PIAS
- CAIDE DE REI
- BOIM
- NEVOGILDE
- MEINEDO
- NESPEREIRA
- LODARES

Does the name 'SAFINS DO FORNO' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"SANTA EULALIA DE BARROSAS","LOUSADA","1305","You are matching parish names (freguesias) within the municipality (concelho) of 'LOUSADA' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- LUSTOSA
- BARROSAS (S. ESTEVAO)
- ORDEM
- SOUSELA
- SILVARES
- LOUSADA (S. MIGUEL)
- LOUSADA (SANTA MARGARIDA)
- TORNO
- ALVARENGA
- CERNADELO
- MACIEIRA
- VILAR DO TORNO E ALENTEM
- NOGUEIRA
- COVAS
- CRISTELOS
- FIGUEIRAS
- AVELEDA
- CASAIS
- PIAS
- CAIDE DE REI
- BOIM
- NEVOGILDE
- MEINEDO
- NESPEREIRA
- LODARES

Does the name 'SANTA EULALIA DE BARROSAS' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"SANTA MARIA","VILA VERDE","0313","You are matching parish names (freguesias) within the municipality (concelho) of 'VILA VERDE' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- ABOIM DA NOBREGA
- VALDREU
- COVAS
- VALOES
- GONDOMAR
- CODECEDA
- DUAS IGREJAS
- PENASCAIS
- BARROS
- GOMIDE
- GODINHACOS
- PASSO
- ORIZ (SANTA MARINHA)
- ATAES
- VALBOM (S. MARTINHO)
- PRADO (S. MIGUEL)
- AZOES
- RIO MAU
- VILARINHO
- SANDE
- VALBOM (S. PEDRO)
- PEDREGAIS
- ORIZ (S. MIGUEL)
- PICO
- PICO DE REGALADOS
- MOS
- DOSSAOS
- GONDIAES
- PONTE
- COUCIEIRO
- GOAES
- MARRANCOS
- ARCOZELO
- PORTELA DAS CABRAS
- GEME
- LANHAS
- NEVOGILDE
- CARREIRAS (SANTIAGO)
- TRAVASSOS
- ESQUEIROS
- CARREIRAS (S. MIGUEL)
- SABARIZ
- FREIRIZ
- BARBUDO
- VILA VERDE
- ESCARIZ (S. MARTINHO)
- MOURE
- LOUREIRA
- ESCARIZ (S. MAMEDE)
- TURIZ
- ATIAES
- LAGE
- PARADA DE GATIM
- SOUTELO
- OLEIROS
- VILA DO PRADO
- CERVAES
- CABANELAS

Does the name 'SANTA MARIA' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"SANTA MARIA DA PORTA","MELGACO","1603","You are matching parish names (freguesias) within the municipality (concelho) of 'MELGACO' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- CRISTOVAL
- PACOS
- CHAVIAES
- VILA
- PRADO
- ROUSSAS
- REMOAES
- FIAES
- PADERNE
- ALVAREDO
- S. PAIO
- PENSO
- CASTRO LABOREIRO
- CUBALHAO
- LAMAS DE MOURO
- COUSSO
- GAVE
- PARADA DO MONTE

Does the name 'SANTA MARIA DA PORTA' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"SANTA MARIA DOS ANJOS","VALENCA","1608","You are matching parish names (freguesias) within the municipality (concelho) of 'VALENCA' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- VERDOEJO
- GANFEI
- FRIESTAS
- GONDOMIL
- SANFINS
- VALENCA
- CRISTELO COVO
- BOIVAO
- GANDRA
- ARAO
- TAIAO
- CERDAL
- S. PEDRO DA TORRE
- SILVA
- FONTOURA
- S. JULIAO

Does the name 'SANTA MARIA DOS ANJOS' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"SANTA MARIA E S. PEDRO","TRANCOSO","0913","You are matching parish names (freguesias) within the municipality (concelho) of 'TRANCOSO' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- GUILHEIRO
- TORRE DO TERRENHO
- MOREIRA DE REI
- SEBADELHE DA SERRA
- TERRENHO
- VALDUJO
- CASTANHEIRA
- COTIMOS
- REBOLEIRO
- RIO DE MEL
- PALHAIS
- TRANCOSO (SANTA MARIA)
- COGULA
- VILA GARCIA
- VALE DO SEIXO
- SOUTO MAIOR
- TRANCOSO (S. PEDRO)
- TAMANHOS
- POVOA DO CONCELHO
- GRANJA
- MOIMENTINHA
- FEITAL
- ALDEIA NOVA
- TORRES
- FIAES
- VILARES
- VILA FRANCA DAS NAVES
- FRECHES
- CARNICAES

Does the name 'SANTA MARIA E S. PEDRO' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"SANTA MARIA MAIOR","BARCELOS","0302","You are matching parish names (freguesias) within the municipality (concelho) of 'BARCELOS' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- BALUGAES
- COSSOURADO
- PANQUE
- DURRAES
- TREGOSA
- FRAGOSO
- AGUIAR
- ALHEIRA
- IGREJA NOVA
- QUINTIAES
- ALVITO (S. PEDRO)
- ABORIM
- COUTO
- ALDREU
- TAMEL (S. PEDRO FINS)
- CAMPO
- OLIVEIRA
- ALVITO (S. MARTIMHO)
- RORIZ
- CARAPECOS
- PALME
- TAMEL (SANTA LEOCADIA)
- FEITOS
- UCHA
- LIJO
- SILVA
- LAMA
- VILAR DO MONTE
- GALEGOS (S. MARTINHO)
- GALEGOS (SANTA MARIA)
- ABADE DE NEIVA
- VILA COVA
- POUSA
- TAMEL (S. VERISSIMO)
- AREIAS
- VILA BOA
- ARCOZELO
- MANHENTE
- AREIAS DE VILAR
- MARTIM
- CREIXOMIL
- VILA FRESCAINHA (S. MARTINHO)
- ENCOURADOS
- PERELHAL
- VILA FRESCAINHA (S. PEDRO)
- BARCELOS
- MARIZ
- RIO COVO (SANTA EUGENIA)
- ADAES
- BARCELINHOS
- GAMIL
- AIRO
- VARZEA
- FORNELOS
- GILMONDE
- BASTUCO (S. ESTEVAO)
- ALVELOS
- CARVALHAL
- SEQUEADE
- BASTUCO (S. JOAO)
- VILA SECA
- MIDOES
- MOURE
- REMELHE
- PEREIRA
- RIO COVO (SANTA EULALIA)
- MILHAZES
- FONTE COBERTA
- BARQUEIROS
- CAMBESES
- CARREIRA
- CRISTELO
- FARIA
- SILVEIROS
- VILAR DE FIGOS
- CARVALHOS
- GOIOS
- PEDRA FURADA
- PARADELA
- COUREL
- CHORENTE
- MONTE DE FRALAES
- VIATODOS
- GUERAL
- CHAVAO
- GRIMANCELOS
- MACIEIRA DE RATES
- NEGREIROS
- MINHOTAES

Does the name 'SANTA MARIA MAIOR' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"SANTIAGO DO BOUGADO","S. TIRSO","1314","You are matching parish names (freguesias) within the municipality (concelho) of 'S. TIRSO' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- AVES
- VILARINHO
- SEQUEIRO
- LAMA
- AREIAS
- S. MARTINHO DO CAMPO
- PALMEIRA
- RORIZ
- S. SALVADOR DO CAMPO
- REBORDOES
- NEGRELOS (S. TOME)
- BURGAES
- S. TIRSO
- NEGRELOS (S. MAMEDE)
- COUTO (SANTA CRISTINA)
- MONTE CORDOVA
- COUTO (S. MIGUEL)
- GUIMAREI
- CARREIRA
- REFOJOS DE RIBA DE AVE
- AGUA LONGA
- LAMELAS
- REGUENGA
- AGRELA

Does the name 'SANTIAGO DO BOUGADO' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"SE","MONTALEGRE","1706","You are matching parish names (freguesias) within the municipality (concelho) of 'MONTALEGRE' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- TOUREM
- S. ANDRE
- GRALHAS
- PADORNELOS
- PADROSO
- VILAR DE PERDIZES (S. MIGUEL)
- DONOES
- MOURILHE
- PITOES DAS JUNIAS
- SOLVEIRA
- MONTALEGRE
- SEZELHE
- COVELAES
- MEIXEDO
- OUTEIRO
- CAMBESES DO RIO
- MEIXIDE
- CABRIL
- SARRAQUINHOS
- CHA
- CONTIM
- CERVOS
- VIADE DE BAIXO
- FIAES DO RIO
- PARADELA
- MORGADE
- FERVIDELAS
- COVELO DO GERES
- NEGROES
- VILA DA PONTE
- REIGOSO
- FERRAL
- PONDRAS
- VENDA NOVA
- SALTO

Does the name 'SE' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"SE VELHA","COIMBRA","0603","You are matching parish names (freguesias) within the municipality (concelho) of 'COIMBRA' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- BOTAO
- SOUSELAS
- LAMAROSA
- VIL DE MATOS
- TROUXEMIL
- BRASFEMES
- TORRE DE VILELA
- S. PAULO DE FRADES
- ANTUZEDE
- EIRAS
- S. JOAO DO CAMPO
- S. SILVESTRE
- COIMBRA (SANTA CRUZ)
- S. MARTINHO DE ARVORE
- S. MARTINHO DO BISPO
- S. ANTONIO DOS OLIVAIS
- TORRES DO MONDEGO
- RIBEIRA DE FRADES
- TAVEIRO
- SANTA CLARA
- COIMBRA (SE NOVA)
- COIMBRA (ALMEDINA)
- COIMBRA (S. BARTOLOMEU)
- CEIRA
- AMEAL
- ANTANHOL
- ARZILA
- CASTELO VIEGAS
- ASSAFARGE
- ALMALAGUES
- CERNACHE

Does the name 'SE VELHA' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"SEISSA","OUREM","1421","You are matching parish names (freguesias) within the municipality (concelho) of 'OUREM' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- FREIXIANDA
- RIBEIRA DO FARRIO
- CASAL DOS BERNADOS
- ESPITE
- URQUEIRA
- MATAS
- RIO DE COUROS
- CAXARIAS
- FORMIGAIS
- OLIVAL
- CERCAL
- GONDEMARIA
- SEICA
- OUREM (NOSSA SENHORA DA PIEDADE)
- ATOUGUIA
- OUREM (NOSSA SENHORA DAS MISERICORDIAS)
- ALBURITEL
- FATIMA

Does the name 'SEISSA' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"SELZEDELO","VILA NOVA DE GAIA","1317","You are matching parish names (freguesias) within the municipality (concelho) of 'VILA NOVA DE GAIA' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- S. PEDRO DA AFURADA
- VILA NOVA DE GAIA (SANTA MARINHA)
- CANIDELO
- OLIVEIRA DO DOURO
- MAFAMUDE
- AVINTES
- MADALENA
- VILAR DE ANDORINHO
- VILAR DO PARISO
- VALADARES
- CANELAS
- PEDROSO
- OLIVAL
- GULPILHARES
- LEVER
- CRESTUMA
- PEROZINHO
- ARCOZELO
- SERZEDO
- SANDIM
- SERMONDE
- GRIJO
- S. FELIX DA MARINHA
- SEIXEZELO

Does the name 'SELZEDELO' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"SERRA VERDE","AGUIAR DA BEIRA","0901","You are matching parish names (freguesias) within the municipality (concelho) of 'AGUIAR DA BEIRA' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- GRADIZ
- SEQUEIROS
- AGUIAR DA BEIRA
- SOUTO DE AGUIAR DA BEIRA
- PINHEIRO
- CORUCHE
- VALVERDE
- EIRADO
- CARAPITO
- CORTICADA
- PENA VERDE
- DORNELAS
- FORNINHOS

Does the name 'SERRA VERDE' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"SOIO","VINHAIS","0412","You are matching parish names (freguesias) within the municipality (concelho) of 'VINHAIS' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- PINHEIRO NOVO
- QUIRAS
- MOIMENTA
- MONTOUTO
- MOFREITA
- SANTALHA
- TUIZELO
- FRESULFE
- SANTA CRUZ
- TRAVANCA
- VILAR SECO DE LOMBA
- VILAR DE OSSOS
- PACO
- EDRAL
- SOEIRA
- VINHAIS
- SOBREIRO DE BAIXO
- VILA VERDE
- CANDEDO
- VILAR DE LOMBA
- ALVAREDOS
- VILA BOA DE OUSILHAO
- NUNES
- OUSILHAO
- CUROPOS
- S. JOMIL
- VILAR DE PEREGRINOS
- VALE DE JANEIRO
- EDROSA
- PENHAS JUNTAS
- REBORDELO
- ERVEDOSA
- VALE DAS FONTES
- CELAS
- AGROCHAO

Does the name 'SOIO' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
"TORRE GADANHA","MONTEMOR-O-NOVO","0706","You are matching parish names (freguesias) within the municipality (concelho) of 'MONTEMOR-O-NOVO' in Portugal, using the official 2001 administrative divisions.
Here is the list of official freguesias in this municipality:
- LAVRE
- CORTICADAS DE LAVRE
- CIBORRO
- NOSSA SENHORA DO BISPO
- FOROS DE VALE DE FIGUEIRA
- NOSSA SENHORA DA VILA
- SILVEIRAS
- CABRELA
- S. CRISTOVAO
- SANTIAGO DO ESCOURAL

Does the name 'TORRE GADANHA' correspond to, or is it a possible variant, abbreviation, or old spelling of, any freguesia in this list?
If yes, return the matching name(s) exactly as written in the list, comma-separated. If not, return 'NONE'. If there is ambiguity, list all plausible options, comma-separated. Do not invent new names."
